<<<<<<< HEAD
DocType: Purchase Invoice,Monthly,Havi
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +65,Delay in payment (Days),Fizetési késedelem (nap)
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +718,Invoice,Számla
DocType: Maintenance Schedule Item,Periodicity,Időszakosság
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +21,Fiscal Year {0} is required,Pénzügyi év {0} szükséges
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +21,Defense,Védelem
DocType: Company,Abbr,Röv.
DocType: Appraisal Goal,Score (0-5),Pontszám (0-5)
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +198,Row {0}: {1} {2} does not match with {3},Row {0}: {1} {2} nem egyezik a {3}
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +74,Row # {0}:,Row # {0}:
DocType: Delivery Note,Vehicle No,Jármű No
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +127,Please select Price List,"Kérjük, válasszon árjegyzéke"
DocType: Production Order Operation,Work In Progress,Dolgozunk rajta
DocType: Employee,Holiday List,Szabadnapok listája
apps/erpnext/erpnext/public/js/setup_wizard.js +205,Accountant,Könyvelő
DocType: Cost Center,Stock User,Stock Felhasználó
DocType: Company,Phone No,Telefonszám
apps/erpnext/erpnext/schools/doctype/scheduling_tool/scheduling_tool.py +47,Course Schedules created:,Természetesen Menetrendek létre:
apps/erpnext/erpnext/controllers/recurring_document.py +132,New {0}: #{1},Új {0}: # {1}
,Sales Partners Commission,Értékesítő partner jutaléka
apps/erpnext/erpnext/setup/doctype/company/company.py +38,Abbreviation cannot have more than 5 characters,"Rövidítése nem lehet több, mint 5 karakter"
DocType: Payment Request,Payment Request,Kifizetési kérelem
DocType: Asset,Value After Depreciation,Eszközök értékcsökkenés utáni
DocType: Employee,O+,O +
apps/erpnext/erpnext/selling/doctype/quotation/quotation_dashboard.py +7,Related,Összefüggő
apps/erpnext/erpnext/accounts/doctype/account/account.js +26,This is a root account and cannot be edited.,Ez a root fiók és nem lehet szerkeszteni.
DocType: BOM,Operations,Művelet
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +38,Cannot set authorization on basis of Discount for {0},Nem lehet beállítani engedély alapján a kedvezmény {0}
DocType: Rename Tool,"Attach .csv file with two columns, one for the old name and one for the new name","Erősítse .csv fájlt két oszlopot, az egyik a régi nevet, a másik az új nevet"
DocType: Packed Item,Parent Detail docname,Szülő Részlet docname
apps/erpnext/erpnext/public/js/setup_wizard.js +298,Kg,Kg
apps/erpnext/erpnext/config/hr.py +45,Opening for a Job.,Nyitott állások
DocType: Item Attribute,Increment,Növekmény
apps/erpnext/erpnext/public/js/stock_analytics.js +62,Select Warehouse...,Válassza Warehouse ...
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +6,Advertising,Hirdetés
apps/erpnext/erpnext/accounts/doctype/mode_of_payment/mode_of_payment.py +22,Same Company is entered more than once,Ugyanez a vállalat szerepel többször
DocType: Employee,Married,Házas
apps/erpnext/erpnext/accounts/party.py +38,Not permitted for {0},Nem engedélyezett {0}
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +536,Get items from,Hogy elemeket
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +377,Stock cannot be updated against Delivery Note {0},Stock nem lehet frissíteni ellen szállítólevél {0}
apps/erpnext/erpnext/templates/pages/home.py +23,Product {0},Termék {0}
DocType: Payment Reconciliation,Reconcile,Összeegyeztetni
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +30,Grocery,Élelmiszerbolt
DocType: Quality Inspection Reading,Reading 1,Reading 1
DocType: Process Payroll,Make Bank Entry,Tedd Bank Entry
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +40,Pension Funds,Nyugdíjpénztárak
DocType: SMS Center,All Sales Person,Minden értékesítő
DocType: Monthly Distribution,**Monthly Distribution** helps you distribute the Budget/Target across months if you have seasonality in your business.,"** Havi Distribution ** segít terjeszteni a költségvetési / Cél hónapok között, ha a szezonalitás a te dolgod."
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +92,Salary Structure Missing,Bérrendszer Hiányzó
DocType: Lead,Person Name,Személy Név
DocType: Sales Invoice Item,Sales Invoice Item,Eladási számla tételei
DocType: Account,Credit,Követelés
DocType: POS Profile,Write Off Cost Center,Írja Off Cost Center
apps/erpnext/erpnext/public/js/setup_wizard.js +51,"e.g. ""Primary School"" or ""University""",például &quot;általános iskola&quot; vagy &quot;egyetem&quot;
apps/erpnext/erpnext/config/stock.py +32,Stock Reports,Stock jelentések
DocType: Warehouse,Warehouse Detail,Raktár részletek
apps/erpnext/erpnext/selling/doctype/customer/customer.py +156,Credit limit has been crossed for customer {0} {1}/{2},Hitelkeret már átlépte az ügyfél {0} {1} / {2}
apps/erpnext/erpnext/stock/doctype/item/item.py +469,"""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item","&quot;Az állóeszköz&quot; nem lehet bejelölve, mint Asset bejegyzés létezik ellen tétel"
DocType: Tax Rule,Tax Type,Adónem
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +144,You are not authorized to add or update entries before {0},Ön nem jogosult hozzáadására és frissítésére bejegyzés előtt {0}
DocType: Item,Item Image (if not slideshow),Elem Kép (ha nem slideshow)
apps/erpnext/erpnext/setup/doctype/customer_group/customer_group.py +20,An Customer exists with same name,Az Ügyfél már létezik ezen a néven
DocType: Production Order Operation,(Hour Rate / 60) * Actual Operation Time,(Órás sebesség / 60) * aktuális üzemidő
DocType: SMS Log,SMS Log,SMS napló
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +27,Cost of Delivered Items,Költségét a szállított tételek
apps/erpnext/erpnext/hr/doctype/holiday_list/holiday_list.py +38,The holiday on {0} is not between From Date and To Date,Az üdülési {0} nem között Dátum és napjainkig
DocType: Quality Inspection,Get Specification Details,Get Specification Részletek
DocType: Lead,Interested,Érdekelt
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +162,Opening,Nyílás
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +27,From {0} to {1},Re {0} {1}
DocType: Item,Copy From Item Group,Másolás jogcím-csoport
DocType: Journal Entry,Opening Entry,Kezdő tétel
apps/erpnext/erpnext/accounts/doctype/cheque_print_template/cheque_print_template.js +25,Account Pay Only,Fiók fizessen csak
DocType: Stock Entry,Additional Costs,További költségek
apps/erpnext/erpnext/accounts/doctype/account/account.py +141,Account with existing transaction can not be converted to group.,Véve a meglévő ügylet nem konvertálható csoportot.
DocType: Lead,Product Enquiry,Termék Érdeklődés
DocType: Academic Term,Schools,iskolák
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js +23,Please enter company first,"Kérjük, adja cég első"
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js +335,Please select Company first,"Kérjük, válasszon Társaság első"
DocType: Employee Education,Under Graduate,Under Graduate
apps/erpnext/erpnext/selling/report/sales_person_target_variance_item_group_wise/sales_person_target_variance_item_group_wise.js +27,Target On,Cél On
DocType: BOM,Total Cost,Összköltség
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.js +9,Activity Log:,Tevékenység lista
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +204,Item {0} does not exist in the system or has expired,"Elem {0} nem létezik a rendszerben, vagy lejárt"
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +44,Real Estate,Ingatlan
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.html +4,Statement of Account,Statement of Account
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +41,Pharmaceuticals,Pharmaceuticals
DocType: Purchase Invoice Item,Is Fixed Asset,Van állóeszköz
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +231,"Available qty is {0}, you need {1}","Elérhető mennyiség: {0}, akkor meg kell {1}"
DocType: Expense Claim Detail,Claim Amount,Követelés összege
DocType: Employee,Mr,Úr
apps/erpnext/erpnext/buying/page/purchase_analytics/purchase_analytics.js +33,Supplier Type / Supplier,Szállító Type / szállító
DocType: Naming Series,Prefix,Előtag
apps/erpnext/erpnext/public/js/setup_wizard.js +295,Consumable,Elhasználható
DocType: Employee,B-,B-
DocType: Upload Attendance,Import Log,Importálás naplója
DocType: Production Planning Tool,Pull Material Request of type Manufacture based on the above criteria,Húzza Anyag kérése típusú Előállítás alapján a fenti kritériumoknak
DocType: Sales Invoice Item,Delivered By Supplier,Megérkezés a Szállító
DocType: SMS Center,All Contact,Minden Kapcsolattartó
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +173,Annual Salary,Éves Fizetés
DocType: Period Closing Voucher,Closing Fiscal Year,Záró pénzügyi év
apps/erpnext/erpnext/accounts/party.py +349,{0} {1} is frozen,{0} {1} fagyasztott
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +78,Stock Expenses,Stock költségek
DocType: Journal Entry,Contra Entry,Contra Entry
DocType: Journal Entry Account,Credit in Company Currency,Credit Company Valuta
DocType: Delivery Note,Installation Status,Telepítés állapota
apps/erpnext/erpnext/controllers/buying_controller.py +316,Accepted + Rejected Qty must be equal to Received quantity for Item {0},Elfogadott + Elutasított Mennyiség meg kell egyeznie a beérkezett mennyiséget tétel {0}
DocType: Request for Quotation,RFQ-,RFQ-
DocType: Item,Supply Raw Materials for Purchase,Supply nyersanyag beszerzése
DocType: Products Settings,Show Products as a List,Megmutatása termékek listában
DocType: Upload Attendance,"Download the Template, fill appropriate data and attach the modified file.
All dates and employee combination in the selected period will come in the template, with existing attendance records","Töltse le a sablont, töltse megfelelő adatokat és csatolja a módosított fájlt. Minden időpontot és a munkavállalói kombináció a kiválasztott időszakban jön a sablon, a meglévő jelenléti ívek"
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +451,Item {0} is not active or end of life has been reached,"Elem {0} nem aktív, vagy az elhasználódott elérte"
apps/erpnext/erpnext/public/js/setup_wizard.js +339,Example: Basic Mathematics,Példa: Basic Mathematics
apps/erpnext/erpnext/controllers/accounts_controller.py +614,"To include tax in row {0} in Item rate, taxes in rows {1} must also be included","Hogy tartalmazzák az adót a sorban {0} tétel mértéke, az adók sorokban {1} is fel kell venni"
apps/erpnext/erpnext/config/hr.py +166,Settings for HR Module,Beállításait HR modul
DocType: SMS Center,SMS Center,SMS Központ
DocType: Sales Invoice,Change Amount,Változás mértéke
DocType: BOM Replace Tool,New BOM,Új Anyagjegyzék
DocType: Timesheet,Batch Time Logs for billing.,Batch Time Naplók számlázás.
DocType: Depreciation Schedule,Make Depreciation Entry,Tedd ÉCS bejegyzés
DocType: Appraisal Template Goal,KRA,KRA
DocType: Lead,Request Type,Kérés típusa
DocType: Leave Application,Reason,Ok
apps/erpnext/erpnext/hr/doctype/offer_letter/offer_letter.js +15,Make Employee,Tedd Alkalmazott
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +14,Broadcasting,Broadcasting
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +149,Execution,Végrehajtás
apps/erpnext/erpnext/config/manufacturing.py +62,Details of the operations carried out.,Részletek az elvégzett műveleteket.
DocType: Serial No,Maintenance Status,Karbantartás állapota
apps/erpnext/erpnext/config/selling.py +52,Items and Pricing,Tételek és árak
apps/erpnext/erpnext/projects/doctype/project/project_dashboard.html +2,Total hours: {0},Összesen tartás: {0}
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +43,From Date should be within the Fiscal Year. Assuming From Date = {0},Dátum belül kell pénzügyi évben. Feltételezve A Date = {0}
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +97,Cost Center {0} does not belong to Company {1},Költséghely {0} nem tartozik Company {1}
DocType: Customer,Individual,Magánszemély
DocType: Academic Term,Academics User,akadémikusok felhasználó
DocType: Cheque Print Template,Amount In Figure,Összeg ábrán
apps/erpnext/erpnext/config/maintenance.py +12,Plan for maintenance visits.,Tervet karbantartási ellenőrzés.
DocType: SMS Settings,Enter url parameter for message,Adja url paraméter üzenet
DocType: Program Enrollment Tool,Students,diákok
apps/erpnext/erpnext/config/selling.py +91,Rules for applying pricing and discount.,Alkalmazási szabályainak árképzés és kedvezmény.
apps/erpnext/erpnext/stock/doctype/price_list/price_list.py +14,Price List must be applicable for Buying or Selling,Árlista kell alkalmazni vétele vagy eladása
apps/erpnext/erpnext/selling/doctype/installation_note/installation_note.py +79,Installation date cannot be before delivery date for Item {0},A telepítés időpontja nem lehet korábbi szállítási határidő jogcím {0}
DocType: Pricing Rule,Discount on Price List Rate (%),Kedvezmény a árjegyzéke ráta (%)
DocType: Offer Letter,Select Terms and Conditions,Válassza ki Feltételek
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py +51,Out Value,ki érték
DocType: Production Planning Tool,Sales Orders,Vevőmegrendelés
DocType: Purchase Taxes and Charges,Valuation,Értékelés
,Purchase Order Trends,Megrendelés Trends
apps/erpnext/erpnext/config/hr.py +81,Allocate leaves for the year.,Osztja levelek évre.
DocType: Earning Type,Earning Type,Kereset típusa
DocType: SG Creation Tool Course,SG Creation Tool Course,SG Teremtés Szerszám pálya
DocType: Student Group Creation Tool,Leave blank if you wish to fetch all courses for selected academic term,"Hagyja üresen, ha szeretné letölteni az összes tanfolyamok kiválasztott tanulmányi idő"
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +233,Insufficient Stock,elégtelen Stock
DocType: Manufacturing Settings,Disable Capacity Planning and Time Tracking,Disable kapacitás-tervezés és Time Tracking
DocType: Bank Reconciliation,Bank Account,Bankszámla
DocType: Leave Type,Allow Negative Balance,Negatív egyenleg engedélyezése
DocType: Selling Settings,Default Territory,Alapértelmezett terület
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +53,Television,Televízió
DocType: Production Order Operation,Updated via 'Time Log',"Frissítve keresztül ""Idő Log"""
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +83,Account {0} does not belong to Company {1},Account {0} nem tartozik Company {1}
apps/erpnext/erpnext/controllers/taxes_and_totals.py +413,Advance amount cannot be greater than {0} {1},"Advance összege nem lehet nagyobb, mint {0} {1}"
DocType: Naming Series,Series List for this Transaction,Sorozat List ehhez a tranzakcióhoz
DocType: Sales Invoice,Is Opening Entry,Ez nyitó tétel?
DocType: Customer Group,Mention if non-standard receivable account applicable,"Beszélve, ha nem szabványos követelés véve az alkalmazandó"
DocType: Course Schedule,Instructor Name,oktató neve
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +170,For Warehouse is required before Submit,"Raktár van szükség, mielőtt beküldése"
apps/erpnext/erpnext/accounts/print_format/payment_receipt_voucher/payment_receipt_voucher.html +8,Received On,Beérkezett
DocType: Sales Partner,Reseller,Viszonteladó
apps/erpnext/erpnext/manufacturing/doctype/production_planning_tool/production_planning_tool.py +24,Please enter Company,"Kérjük, adja Társaság"
DocType: Delivery Note Item,Against Sales Invoice Item,Ellen Értékesítési számlák Elem
,Production Orders in Progress,Folyamatban lévő gyártási rendelések
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py +37,Net Cash from Financing,Nettó származó pénzeszközök
apps/erpnext/erpnext/accounts/page/pos/pos.js +1448,"LocalStorage is full , did not save","LocalStorage tele van, nem mentettem"
DocType: Lead,Address & Contact,Cím és Kapcsolattartó
DocType: Leave Allocation,Add unused leaves from previous allocations,Add fel nem használt leveleket a korábbi juttatások
apps/erpnext/erpnext/controllers/recurring_document.py +227,Next Recurring {0} will be created on {1},Next Ismétlődő {0} jön létre {1}
apps/erpnext/erpnext/accounts/doctype/budget/budget.py +28,Another Budget record {0} already exists against {1} for fiscal year {2},Egy másik olcsó rekord {0} már létezik az {1} pénzügyi évben {2}
DocType: Sales Partner,Partner website,partner weboldal
apps/erpnext/erpnext/stock/dashboard/item_dashboard.js +104,Add Item,Elem hozzáadása
,Contact Name,Kapcsolattartó neve
DocType: Process Payroll,Creates salary slip for above mentioned criteria.,Bérlap létrehozása a fenti kritériumok alapján.
DocType: Cheque Print Template,Line spacing for amount in words,Sorközét összeg kiírva
apps/erpnext/erpnext/templates/generators/item.html +78,No description given,Nem megadott leírás
apps/erpnext/erpnext/config/buying.py +13,Request for purchase.,Kérheti a vásárlást.
apps/erpnext/erpnext/projects/doctype/project/project_dashboard.py +5,This is based on the Time Sheets created against this project,Ennek alapja az idő lapok létrehozott ellen a projekt
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +196,Only the selected Leave Approver can submit this Leave Application,Csak a kijelölt Leave Jóváhagyó nyújthatják be ez a szabadság Application
apps/erpnext/erpnext/hr/doctype/employee/employee.py +114,Relieving Date must be greater than Date of Joining,"Tehermentesítő dátuma nagyobbnak kell lennie, mint Csatlakozás dátuma"
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +181,Leaves per Year,Levelek évente
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +103,Row {0}: Please check 'Is Advance' against Account {1} if this is an advance entry.,"Row {0}: Kérjük ellenőrzés ""Advance"" ellen Account {1}, ha ez egy előre bejegyzést."
apps/erpnext/erpnext/stock/utils.py +188,Warehouse {0} does not belong to company {1},{0} raktár nem tartozik a {1} céghez
apps/erpnext/erpnext/hr/doctype/employee/employee.py +24,Please setup Employee Naming System in Human Resource &gt; HR Settings,Kérjük beállítási Alkalmazott névadási rendszerben Emberi Erőforrás&gt; HR beállítások
apps/erpnext/erpnext/public/js/setup_wizard.js +299,Litre,Liter
DocType: Task,Total Costing Amount (via Time Sheet),Összesen Costing Összeg (via Idő Sheet)
DocType: Item Website Specification,Item Website Specification,Az anyag weboldala
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +425,Leave Blocked,Hagyja Blokkolt
apps/erpnext/erpnext/stock/doctype/item/item.py +666,Item {0} has reached its end of life on {1},Elem {0} elérte az élettartama végét {1}
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.js +95,Bank Entries,Bank bejegyzések
apps/erpnext/erpnext/accounts/doctype/budget/budget.py +82,Annual,Éves
DocType: Stock Reconciliation Item,Stock Reconciliation Item,Stock Megbékélés Elem
DocType: Stock Entry,Sales Invoice No,Értékesítési számlák No
DocType: Material Request Item,Min Order Qty,Min. rendelési menny.
DocType: Lead,Do Not Contact,Ne írj
apps/erpnext/erpnext/public/js/setup_wizard.js +358,People who teach at your organisation,"Emberek, akik tanítanak a szervezet"
DocType: Purchase Invoice,The unique id for tracking all recurring invoices. It is generated on submit.,Az egyedi azonosítóval nyomon követi az összes visszatérő számlákat. Úgy keletkezett benyújtani.
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +93,Software Developer,Software Developer
DocType: Item,Minimum Order Qty,Minimális rendelési menny
DocType: Pricing Rule,Supplier Type,Beszállító típusa
DocType: Scheduling Tool,Course Start Date,Természetesen kezdő dátuma
DocType: Item,Publish in Hub,Közzéteszi Hub
,Terretory,Terület
apps/erpnext/erpnext/stock/doctype/item/item.py +686,Item {0} is cancelled,{0} elem törölve
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +791,Material Request,Anyagigénylés
DocType: Bank Reconciliation,Update Clearance Date,Frissítés Végső dátum
DocType: Item,Purchase Details,Vásárlási adatok
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +328,Item {0} not found in 'Raw Materials Supplied' table in Purchase Order {1},Elem {0} nem található &quot;szállított alapanyagok&quot; táblázat Megrendelés {1}
DocType: Employee,Relation,Kapcsolat
DocType: Shipping Rule,Worldwide Shipping,Világszerte Szállítási
apps/erpnext/erpnext/config/selling.py +18,Confirmed orders from Customers.,Visszaigazolt megrendelések ügyfelektől.
DocType: Purchase Receipt Item,Rejected Quantity,Elutasított mennyiség
DocType: SMS Settings,SMS Sender Name,SMS küldő neve
DocType: Contact,Is Primary Contact,Az elsődleges Kapcsolat
DocType: Notification Control,Notification Control,Notification vezérlés
DocType: Lead,Suggestions,Javaslatok
DocType: Territory,Set Item Group-wise budgets on this Territory. You can also include seasonality by setting the Distribution.,Set tétel Group-bölcs költségvetés azon a területen. Akkor is a szezonalitás beállításával Distribution.
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +249,Payment against {0} {1} cannot be greater than Outstanding Amount {2},"Fizetési ellen {0} {1} nem lehet nagyobb, mint kint levő összeg {2}"
DocType: Supplier,Address HTML,HTML Cím
DocType: Lead,Mobile No.,Mobiltelefon
DocType: Maintenance Schedule,Generate Schedule,Ütemezés generálása
DocType: Purchase Invoice Item,Expense Head,Igénylés fejléce
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +102,Please select Charge Type first,"Kérjük, válasszon Charge Type első"
DocType: Student Group Student,Student Group Student,Student Group Student
apps/erpnext/erpnext/stock/report/stock_ageing/stock_ageing.py +41,Latest,Legutolsó
DocType: Employee,The first Leave Approver in the list will be set as the default Leave Approver,Az első Leave Jóváhagyó a lista lesz-e az alapértelmezett Leave Jóváhagyó
DocType: Tax Rule,Shipping County,Szállítási megye
apps/erpnext/erpnext/config/desktop.py +158,Learn,Tanulás
DocType: Asset,Next Depreciation Date,Következő Értékcsökkenés dátuma
apps/erpnext/erpnext/projects/doctype/activity_type/activity_type.js +3,Activity Cost per Employee,Activity Egy alkalmazottra jutó
DocType: Accounts Settings,Settings for Accounts,Beállításait Accounts
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +614,Supplier Invoice No exists in Purchase Invoice {0},Szállító számla nem létezik beszerzési számla {0}
apps/erpnext/erpnext/config/selling.py +118,Manage Sales Person Tree.,Kezelje Sales Person fa.
DocType: Job Applicant,Cover Letter,Kísérő levél
apps/erpnext/erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.py +37,Outstanding Cheques and Deposits to clear,Kiemelkedő csekkeket és a betétek egyértelmű
DocType: Item,Synced With Hub,Szinkronizálta Hub
apps/erpnext/erpnext/setup/doctype/company/company.js +63,Wrong Password,Hibás Jelszó
DocType: Item,Variant Of,Változata
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +344,Completed Qty can not be greater than 'Qty to Manufacture',"Befejezett Menny nem lehet nagyobb, mint ""Menny a Manufacture"""
DocType: Period Closing Voucher,Closing Account Head,Záró fiók vezetője
DocType: Employee,External Work History,Külső munka története
apps/erpnext/erpnext/projects/doctype/task/task.py +86,Circular Reference Error,Körkörös hivatkozás Error
DocType: Delivery Note,In Words (Export) will be visible once you save the Delivery Note.,"Szavakban (Export) lesz látható, ha menteni a szállítólevélen."
DocType: Cheque Print Template,Distance from left edge,Távolság bal szélén
apps/erpnext/erpnext/utilities/bot.py +29,{0} units of [{1}](#Form/Item/{1}) found in [{2}](#Form/Warehouse/{2}),{0} egység [{1}] (# Form / pont / {1}) található a [{2}] (# Form / Warehouse / {2})
DocType: Lead,Industry,Ipar
DocType: Employee,Job Profile,Job Profile
DocType: Stock Settings,Notify by Email on creation of automatic Material Request,Értesítés e-mailben a létrehozása automatikus Material kérése
DocType: Journal Entry,Multi Currency,Több pénznem
DocType: Payment Reconciliation Invoice,Invoice Type,Számla típusa
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +763,Delivery Note,Szállítólevél
apps/erpnext/erpnext/config/learn.py +87,Setting up Taxes,Beállítása Adók
apps/erpnext/erpnext/accounts/report/asset_depreciations_and_balances/asset_depreciations_and_balances.py +131,Cost of Sold Asset,Költsége Eladott Asset
apps/erpnext/erpnext/accounts/utils.py +233,Payment Entry has been modified after you pulled it. Please pull it again.,"Fizetési Entry módosításra került, miután húzta. Kérjük, húzza meg újra."
apps/erpnext/erpnext/stock/doctype/item/item.py +442,{0} entered twice in Item Tax,{0} belépett kétszer tétel adó
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.py +104,Summary for this week and pending activities,Összefoglaló erre a hétre és a folyamatban lévő tevékenységek
DocType: Student Applicant,Admitted,Felvételt nyer
DocType: Workstation,Rent Cost,Bérleti díj
apps/erpnext/erpnext/accounts/report/asset_depreciation_ledger/asset_depreciation_ledger.py +81,Amount After Depreciation,Összeg után értékcsökkenési leírás
apps/erpnext/erpnext/hr/report/monthly_attendance_sheet/monthly_attendance_sheet.py +73,Please select month and year,"Kérjük, válasszon hónapot és évet"
DocType: Purchase Invoice,"Enter email id separated by commas, invoice will be mailed automatically on particular date","Vesszővel elválasztva kell felsorolni az emailcímeket, ahova a számla automatikusan elküldésre kerül az adott időpontban"
DocType: Employee,Company Email,Cég E-mail
DocType: GL Entry,Debit Amount in Account Currency,Tartozik Összeg fiók pénzneme
apps/erpnext/erpnext/config/accounts.py +27,Bank/Cash transactions against party or for internal transfer,Bank / készpénz tranzakciókat fél vagy belső átutalás
DocType: Shipping Rule,Valid for Countries,Érvényes Országok
apps/erpnext/erpnext/stock/doctype/item/item.js +51,This Item is a Template and cannot be used in transactions. Item attributes will be copied over into the variants unless 'No Copy' is set,"Ez a tétel az a sablon, és nem lehet használni a tranzakciók. Elem attribútumok fognak kerülnek át a változatok, kivéve, ha ""No Copy"" van beállítva"
apps/erpnext/erpnext/selling/report/inactive_customers/inactive_customers.py +69,Total Order Considered,Teljes Megrendelés Tekinthető
apps/erpnext/erpnext/config/hr.py +186,"Employee designation (e.g. CEO, Director etc.).","Munkavállalói kijelölése (pl vezérigazgató, igazgató stb)."
apps/erpnext/erpnext/controllers/recurring_document.py +220,Please enter 'Repeat on Day of Month' field value,"Kérjük, írja be a ""Repeat a hónap napja"" mező értéke"
DocType: Sales Invoice,Rate at which Customer Currency is converted to customer's base currency,"Arány, amely Customer Valuta átalakul ügyfél alap deviza"
apps/erpnext/erpnext/controllers/accounts_controller.py +551,Row #{0}: Purchase Invoice cannot be made against an existing asset {1},Sor # {0}: beszerzési számla nem lehet fellépni egy már meglévő eszközt {1}
DocType: Item Tax,Tax Rate,Adókulcs
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +54,{0} already allocated for Employee {1} for period {2} to {3},{0} már elkülönített Employee {1} időszakra {2} {3}
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +759,Select Item,Elem kiválasztása
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +150,"Item: {0} managed batch-wise, can not be reconciled using \
					Stock Reconciliation, instead use Stock Entry","Cikk: {0} sikerült szakaszos, nem lehet összeegyeztetni a \ Stock Megbékélés helyett használja Stock Entry"
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py +142,Purchase Invoice {0} is already submitted,Vásárlást igazoló számlát {0} már benyújtott
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +91,Row # {0}: Batch No must be same as {1} {2},Sor # {0}: Batch Nem kell egyeznie {1} {2}
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.js +47,Convert to non-Group,Átalakítás nem Group
apps/erpnext/erpnext/config/stock.py +117,Batch (lot) of an Item.,A Köteg több Tétel összessége.
DocType: C-Form Invoice Detail,Invoice Date,Számla dátuma
DocType: GL Entry,Debit Amount,Betéti összeg
apps/erpnext/erpnext/accounts/party.py +242,There can only be 1 Account per Company in {0} {1},Ott csak 1 fiók per Társaság {0} {1}
apps/erpnext/erpnext/templates/includes/footer/footer_extension.html +4,Your email address,E-mail címed
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +272,Please see attachment,"Kérjük, olvassa mellékletet"
DocType: Purchase Order,% Received,% fogadva
