DocType: Depreciation Schedule,Depreciation Amount,مقدار استهلاک
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.js +56,Convert to Group,تبدیل به گروه
DocType: Activity Cost,Activity Type,نوع فعالیت
DocType: Request for Quotation,For individual supplier,عرضه کننده منحصر به فرد
DocType: BOM Operation,Base Hour Rate(Company Currency),یک ساعت یک نرخ پایه (شرکت ارز)
=======
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +212,Opening (Cr),افتتاح (CR)
apps/erpnext/erpnext/stock/doctype/item/item.py +792,Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You will need to create a new Item to use a different Default UOM.,واحد اندازه گیری پیش فرض برای مورد {0} می توانید به طور مستقیم نمی توان تغییر چون در حال حاضر ساخته شده برخی از معامله (ها) با UOM است. شما نیاز به ایجاد یک آیتم جدید به استفاده از پیش فرض UOM متفاوت است.
apps/erpnext/erpnext/accounts/utils.py +237,Allocated amount can not be negative,مقدار اختصاص داده شده نمی تونه منفی
DocType: Purchase Order Item,Billed Amt,صورتحساب AMT
DocType: Warehouse,A logical Warehouse against which stock entries are made.,انبار منطقی که در برابر نوشته های سهام ساخته شده است.
DocType: Sales Invoice Timesheet,Sales Invoice Timesheet,فاکتور فروش برنامه زمانی
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +91,Reference No & Reference Date is required for {0},مرجع بدون مرجع و تاریخ مورد نیاز است برای {0}
DocType: Sales Invoice,Customer's Vendor,فروشنده مشتری
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +148,Proposal Writing,نوشتن طرح های پیشنهادی
DocType: Payment Entry Deduction,Payment Entry Deduction,پرداخت کسر ورود
apps/erpnext/erpnext/setup/doctype/sales_person/sales_person.py +35,Another Sales Person {0} exists with the same Employee id,یک نفر دیگر فروش {0} با شناسه کارمند همان وجود دارد
apps/erpnext/erpnext/config/accounts.py +74,Masters,کارشناسی ارشد
apps/erpnext/erpnext/config/accounts.py +134,Update Bank Transaction Dates,تاریخ به روز رسانی بانک معامله
apps/erpnext/erpnext/config/projects.py +30,Time Tracking,پیگیری زمان
DocType: Fiscal Year Company,Fiscal Year Company,شرکت سال مالی
DocType: Packing Slip Item,DN Detail,جزئیات DN
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.py +257,Already supplier quotation has created,در حال حاضر گزینه نقل قول ایجاد کرده است
DocType: Timesheet,Billed,فاکتور شده
DocType: Batch,Batch Description,دسته توضیحات
DocType: Delivery Note,Time at which items were delivered from warehouse,زمانی که در آن اقلام از انبار تحویل داده شد
DocType: Sales Invoice,Sales Taxes and Charges,مالیات فروش و هزینه ها
DocType: Employee,Organization Profile,نمایش سازمان
apps/erpnext/erpnext/accounts/page/pos/pos.js +725,View Offline Records,نمایش آفلاین سوابق
DocType: Employee,Reason for Resignation,دلیل استعفای
apps/erpnext/erpnext/config/hr.py +147,Template for performance appraisals.,الگو برای ارزیابی عملکرد.
DocType: Payment Reconciliation,Invoice/Journal Entry Details,فاکتور / مجله ورود به جزئیات
apps/erpnext/erpnext/accounts/utils.py +53,{0} '{1}' not in Fiscal Year {2},{0} '{1}' در سال مالی شماره {2}  وجود ندارد
DocType: Buying Settings,Settings for Buying Module,تنظیمات برای خرید ماژول
apps/erpnext/erpnext/accounts/doctype/asset_movement/asset_movement.py +21,Asset {0} does not belong to company {1},دارایی {0} به شرکت تعلق ندارد {1}
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js +69,Please enter Purchase Receipt first,لطفا ابتدا وارد رسید خرید
DocType: Buying Settings,Supplier Naming By,تامین کننده نامگذاری توسط
DocType: Activity Type,Default Costing Rate,به طور پیش فرض هزینه یابی نرخ
DocType: Maintenance Schedule,Maintenance Schedule,برنامه نگهداری و تعمیرات
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +34,"Then Pricing Rules are filtered out based on Customer, Customer Group, Territory, Supplier, Supplier Type, Campaign, Sales Partner etc.",مشاهده قوانین سپس قیمت گذاری بر اساس مشتری، مشتری گروه، منطقه، تامین کننده، تامین کننده نوع، کمپین، فروش شریک و غیره فیلتر
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py +22,Net Change in Inventory,تغییر خالص در پرسشنامه
DocType: Employee,Passport Number,شماره پاسپورت
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +82,Manager,مدیر
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +227,Same item has been entered multiple times.,قلم دوم از اقلام مشابه وارد شده است چندین بار.
DocType: SMS Settings,Receiver Parameter,گیرنده پارامتر
apps/erpnext/erpnext/controllers/trends.py +39,'Based On' and 'Group By' can not be same,"""بر اساس"" و ""گروه شده توسط"" نمی توانند همسان باشند"
DocType: Sales Person,Sales Person Targets,اهداف فروشنده
DocType: Installation Note,IN-,که در-
apps/erpnext/erpnext/templates/includes/footer/footer_extension.html +34,Please enter email address,لطفا آدرس ایمیل را وارد کنید
DocType: Production Order Operation,In minutes,در دقیقهی
DocType: Issue,Resolution Date,قطعنامه عضویت
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +295,Timesheet created:,برنامه زمانی ایجاد شده:
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +693,Please set default Cash or Bank account in Mode of Payment {0},لطفا نقدی پیش فرض و یا حساب بانکی در نحوه پرداخت را تعیین {0}
apps/erpnext/erpnext/schools/doctype/student_applicant/student_applicant.js +17,Enroll,ثبت نام کردن
DocType: Selling Settings,Customer Naming By,نامگذاری مشتری توسط
DocType: Depreciation Schedule,Depreciation Amount,مقدار استهلاک
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.js +51,Convert to Group,تبدیل به گروه
DocType: Activity Cost,Activity Type,نوع فعالیت
DocType: Request for Quotation,For individual supplier,عرضه کننده منحصر به فرد
>>>>>>> ccaba6a395ce8e0526cc059982c83eddcdec9347
apps/erpnext/erpnext/stock/report/supplier_wise_sales_analytics/supplier_wise_sales_analytics.py +47,Delivered Amount,تحویل مبلغ
DocType: Supplier,Fixed Days,روز ثابت
DocType: Quotation Item,Item Balance,تعادل مورد
DocType: Sales Invoice,Packing List,فهرست بسته بندی
apps/erpnext/erpnext/config/buying.py +28,Purchase Orders given to Suppliers.,سفارشات خرید به تولید کنندگان داده می شود.
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +43,Publishing,انتشارات
DocType: Activity Cost,Projects User,پروژه های کاربری
apps/erpnext/erpnext/stock/report/itemwise_recommended_reorder_level/itemwise_recommended_reorder_level.py +41,Consumed,مصرف
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.py +157,{0}: {1} not found in Invoice Details table,{0}: {1} در فاکتور جزییات جدول یافت نشد
DocType: Company,Round Off Cost Center,دور کردن مرکز هزینه
<<<<<<< HEAD
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +227,Maintenance Visit {0} must be cancelled before cancelling this Sales Order,نگهداری و تعمیرات مشاهده {0} باید قبل از لغو این سفارش فروش لغو
DocType: Item,Material Transfer,انتقال مواد
apps/erpnext/erpnext/buying/doctype/supplier_scorecard_variable/supplier_scorecard_variable.py +24,Could not find path for ,مسیر برای پیدا نشد
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +211,Opening (Dr),افتتاح (دکتر)
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +39,Posting timestamp must be after {0},مجوز های ارسال و زمان باید بعد {0}
,GST Itemised Purchase Register,GST جزء به جزء خرید ثبت نام
DocType: Employee Loan,Total Interest Payable,منافع کل قابل پرداخت
DocType: Landed Cost Taxes and Charges,Landed Cost Taxes and Charges,مالیات هزینه فرود آمد و اتهامات
DocType: Production Order Operation,Actual Start Time,واقعی زمان شروع
DocType: BOM Operation,Operation Time,زمان عمل
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.js +285,Finish,پایان
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js +395,Base,پایه
DocType: Timesheet,Total Billed Hours,جمع ساعت در صورتحساب یا لیست
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js +1187,Write Off Amount,ارسال فعال مقدار
DocType: Leave Block List Allow,Allow User,اجازه می دهد کاربر
DocType: Journal Entry,Bill No,شماره صورتحساب
DocType: Company,Gain/Loss Account on Asset Disposal,حساب کاهش / افزایش در دفع دارایی
DocType: Vehicle Log,Service Details,جزئیات خدمات
DocType: Purchase Invoice,Quarterly,فصلنامه
DocType: Selling Settings,Delivery Note Required,تحویل توجه لازم
DocType: Bank Guarantee,Bank Guarantee Number,بانک شماره گارانتی
DocType: Assessment Criteria,Assessment Criteria,معیارهای ارزیابی
DocType: BOM Item,Basic Rate (Company Currency),نرخ پایه (شرکت ارز)
DocType: Student Attendance,Student Attendance,حضور دانش آموز
DocType: Sales Invoice Timesheet,Time Sheet,ورقه ثبت ساعات کار
DocType: Manufacturing Settings,Backflush Raw Materials Based On,Backflush مواد اولیه بر اساس
apps/erpnext/erpnext/selling/doctype/quotation/quotation.py +84,Please enter item details,لطفا جزئیات آیتم را وارد کنید
DocType: Interest,Interest,علاقه
apps/erpnext/erpnext/selling/doctype/customer/customer_dashboard.py +10,Pre Sales,پیش فروش
DocType: Purchase Receipt,Other Details,سایر مشخصات
apps/erpnext/erpnext/accounts/report/delivered_items_to_be_billed/delivered_items_to_be_billed.py +18,Suplier,Suplier
DocType: Account,Accounts,حساب ها
DocType: Vehicle,Odometer Value (Last),ارزش کیلومترشمار (آخرین)
apps/erpnext/erpnext/config/buying.py +160,Templates of supplier scorecard criteria.,قالب بندی معیارهای کارت امتیازی تامین کننده.
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +100,Marketing,بازار یابی
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py +284,Payment Entry is already created,ورود پرداخت در حال حاضر ایجاد
DocType: Request for Quotation,Get Suppliers,تهیه کنندگان
DocType: Purchase Receipt Item Supplied,Current Stock,سهام کنونی
apps/erpnext/erpnext/controllers/accounts_controller.py +545,Row #{0}: Asset {1} does not linked to Item {2},ردیف # {0}: دارایی {1} به مورد در ارتباط نیست {2}
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js +377,Preview Salary Slip,پیش نمایش لغزش حقوق
apps/erpnext/erpnext/accounts/doctype/budget/budget.py +54,Account {0} has been entered multiple times,حساب {0} وارد شده است چندین بار
DocType: Account,Expenses Included In Valuation,هزینه های موجود در ارزش گذاری
DocType: Hub Settings,Seller City,فروشنده شهر
,Absent Student Report,وجود ندارد گزارش دانشجو
DocType: Email Digest,Next email will be sent on:,ایمیل بعدی خواهد شد در ارسال:
DocType: Offer Letter Term,Offer Letter Term,ارائه نامه مدت
DocType: Supplier Scorecard,Per Week,در هفته
apps/erpnext/erpnext/stock/doctype/item/item.py +616,Item has variants.,فقره انواع.
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +65,Item {0} not found,مورد {0} یافت نشد
DocType: Bin,Stock Value,سهام ارزش
apps/erpnext/erpnext/accounts/doctype/account/account.py +26,Company {0} does not exist,شرکت {0} وجود ندارد
apps/erpnext/erpnext/buying/page/purchase_analytics/purchase_analytics.js +82,Tree Type,نوع درخت
=======
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +205,Maintenance Visit {0} must be cancelled before cancelling this Sales Order,نگهداری و تعمیرات مشاهده {0} باید قبل از لغو این سفارش فروش لغو
DocType: Material Request,Material Transfer,انتقال مواد
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +205,Opening (Dr),افتتاح (دکتر)
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +39,Posting timestamp must be after {0},مجوز های ارسال و زمان باید بعد {0}
DocType: Landed Cost Taxes and Charges,Landed Cost Taxes and Charges,مالیات هزینه فرود آمد و اتهامات
DocType: Production Order Operation,Actual Start Time,واقعی زمان شروع
DocType: BOM Operation,Operation Time,زمان عمل
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.js +141,Finish,پایان
DocType: Pricing Rule,Sales Manager,مدیر فروش
DocType: Journal Entry,Write Off Amount,ارسال فعال مقدار
DocType: Journal Entry,Bill No,شماره صورتحساب
DocType: Company,Gain/Loss Account on Asset Disposal,حساب کاهش / افزایش در دفع دارایی
DocType: Purchase Invoice,Quarterly,فصلنامه
DocType: Selling Settings,Delivery Note Required,تحویل توجه لازم
DocType: Sales Order Item,Basic Rate (Company Currency),نرخ پایه (شرکت ارز)
DocType: Student Attendance,Student Attendance,حضور دانش آموز
DocType: Sales Invoice Timesheet,Time Sheet,ورقه ثبت ساعات کار
DocType: Manufacturing Settings,Backflush Raw Materials Based On,Backflush مواد اولیه بر اساس
apps/erpnext/erpnext/selling/doctype/quotation/quotation.py +53,Please enter item details,لطفا جزئیات آیتم را وارد کنید
apps/erpnext/erpnext/selling/doctype/customer/customer_dashboard.py +9,Pre Sales,پیش فروش
DocType: Purchase Receipt,Other Details,سایر مشخصات
DocType: Account,Accounts,حساب ها
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +67,Marketing,بازار یابی
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py +227,Payment Entry is already created,ورود پرداخت در حال حاضر ایجاد
DocType: Purchase Receipt Item Supplied,Current Stock,سهام کنونی
apps/erpnext/erpnext/controllers/accounts_controller.py +538,Row #{0}: Asset {1} does not linked to Item {2},ردیف # {0}: دارایی {1} به مورد در ارتباط نیست {2}
DocType: Company,Deafult Cost Center,هزینه مرکز Deafult
apps/erpnext/erpnext/accounts/doctype/budget/budget.py +48,Account {0} has been entered multiple times,حساب {0} وارد شده است چندین بار
DocType: Account,Expenses Included In Valuation,هزینه های موجود در ارزش گذاری
DocType: Employee,Provide email id registered in company,ارائه ایمیل شناسه ثبت شده در شرکت
DocType: Hub Settings,Seller City,فروشنده شهر
apps/erpnext/erpnext/schools/doctype/announcement/announcement.py +22,Please select a Student Group,لطفا یک گروه دانشجویی را انتخاب کنید
DocType: Email Digest,Next email will be sent on:,ایمیل بعدی خواهد شد در ارسال:
DocType: Offer Letter Term,Offer Letter Term,ارائه نامه مدت
apps/erpnext/erpnext/stock/doctype/item/item.py +614,Item has variants.,فقره انواع.
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +68,Item {0} not found,مورد {0} یافت نشد
DocType: Bin,Stock Value,سهام ارزش
apps/erpnext/erpnext/accounts/doctype/account/account.py +25,Company {0} does not exist,شرکت {0} وجود ندارد
apps/erpnext/erpnext/buying/page/purchase_analytics/purchase_analytics.js +88,Tree Type,نوع درخت
>>>>>>> ccaba6a395ce8e0526cc059982c83eddcdec9347
DocType: BOM Explosion Item,Qty Consumed Per Unit,تعداد مصرف شده در هر واحد
DocType: Serial No,Warranty Expiry Date,گارانتی تاریخ انقضاء
DocType: Material Request Item,Quantity and Warehouse,مقدار و انبار
DocType: Sales Invoice,Commission Rate (%),نرخ کمیسیون (٪)
<<<<<<< HEAD
apps/erpnext/erpnext/schools/doctype/student_group/student_group.py +23,Please select Program,لطفا انتخاب برنامه
DocType: Project,Estimated Cost,هزینه تخمین زده شده
DocType: Purchase Order,Link to material requests,لینک به درخواست مواد
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +7,Aerospace,جو زمین
DocType: Journal Entry,Credit Card Entry,ورود کارت اعتباری
apps/erpnext/erpnext/config/accounts.py +51,Company and Accounts,شرکت و حساب
apps/erpnext/erpnext/config/stock.py +22,Goods received from Suppliers.,محصولات از تولید کنندگان دریافت کرد.
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py +58,In Value,با ارزش
DocType: Lead,Campaign Name,نام کمپین
DocType: Selling Settings,Close Opportunity After Days,نزدیک فرصت پس از چند روز
=======
DocType: Project,Estimated Cost,هزینه تخمین زده شده
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +7,Aerospace,جو زمین
DocType: Journal Entry,Credit Card Entry,ورود کارت اعتباری
apps/erpnext/erpnext/config/accounts.py +45,Company and Accounts,شرکت و حساب
apps/erpnext/erpnext/config/stock.py +22,Goods received from Suppliers.,محصولات از تولید کنندگان دریافت کرد.
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py +49,In Value,با ارزش
DocType: Lead,Campaign Name,نام کمپین
>>>>>>> ccaba6a395ce8e0526cc059982c83eddcdec9347
,Reserved,رزرو شده
DocType: Purchase Order,Supply Raw Materials,تامین مواد اولیه
DocType: Purchase Invoice,The date on which next invoice will be generated. It is generated on submit.,از تاریخ فاکتور بعدی تولید خواهد شد. این است که در ارائه تولید می شود.
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +10,Current Assets,دارایی های نقد
<<<<<<< HEAD
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +94,{0} is not a stock Item,{0}  یک آیتم انباری نیست
apps/erpnext/erpnext/hr/email_alert/training_feedback/training_feedback.html +6,Please share your feedback to the training by clicking on 'Training Feedback' and then 'New',لطفا نظرات خود را به آموزش با کلیک بر روی &#39;آموزش بازخورد&#39; و سپس &#39;جدید&#39;
DocType: Mode of Payment Account,Default Account,به طور پیش فرض حساب
DocType: Payment Entry,Received Amount (Company Currency),دریافت مبلغ (شرکت ارز)
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity.py +174,Lead must be set if Opportunity is made from Lead,سرب باید مجموعه اگر فرصت است از سرب ساخته شده
=======
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +90,{0} is not a stock Item,{0}  یک آیتم انباری نیست
DocType: Mode of Payment Account,Default Account,به طور پیش فرض حساب
DocType: Payment Entry,Received Amount (Company Currency),دریافت مبلغ (شرکت ارز)
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity.py +167,Lead must be set if Opportunity is made from Lead,سرب باید مجموعه اگر فرصت است از سرب ساخته شده
>>>>>>> ccaba6a395ce8e0526cc059982c83eddcdec9347
apps/erpnext/erpnext/hr/doctype/holiday_list/holiday_list.py +29,Please select weekly off day,لطفا روز مرخصی در هفته را انتخاب کنید
DocType: Production Order Operation,Planned End Time,برنامه ریزی زمان پایان
,Sales Person Target Variance Item Group-Wise,فرد از فروش مورد هدف واریانس گروه حکیم
apps/erpnext/erpnext/accounts/doctype/account/account.py +96,Account with existing transaction cannot be converted to ledger,حساب با معامله های موجود را نمی توان تبدیل به لجر
DocType: Delivery Note,Customer's Purchase Order No,مشتری سفارش خرید بدون
<<<<<<< HEAD
DocType: Budget,Budget Against,بودجه علیه
DocType: Employee,Cell Number,شماره همراه
apps/erpnext/erpnext/stock/reorder_item.py +177,Auto Material Requests Generated,درخواست مواد تولید خودکار
apps/erpnext/erpnext/buying/doctype/supplier_quotation/supplier_quotation_list.js +7,Lost,از دست رفته
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +152,You can not enter current voucher in 'Against Journal Entry' column,"شما نمی توانید سند هزینه جاری را  در ستون""علیه مجله "" وارد کنید"
apps/erpnext/erpnext/stock/page/stock_balance/stock_balance.js +50,Reserved for manufacturing,محفوظ برای تولید
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +25,Energy,انرژی
DocType: Opportunity,Opportunity From,فرصت از
apps/erpnext/erpnext/config/hr.py +98,Monthly salary statement.,بیانیه حقوق ماهانه.
apps/erpnext/erpnext/patches/v8_9/add_setup_progress_actions.py +12,Add Company,افزودن شرکت
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +858,Row {0}: {1} Serial numbers required for Item {2}. You have provided {3}.,ردیف {0}: {1} شماره سریال مورد برای {2} مورد نیاز است. شما {3} را ارائه کرده اید.
DocType: BOM,Website Specifications,مشخصات وب سایت
apps/erpnext/erpnext/subscription/doctype/subscription/subscription.py +59,{0} is an invalid email address in 'Recipients',{0} یک آدرس ایمیل معتبر در «گیرندگان» است
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +24,{0}: From {0} of type {1},{0}: از {0} از نوع {1}
DocType: Warranty Claim,CI-,CI-
apps/erpnext/erpnext/controllers/buying_controller.py +289,Row {0}: Conversion Factor is mandatory,ردیف {0}: عامل تبدیل الزامی است
DocType: Employee,A+,A +
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py +326,"Multiple Price Rules exists with same criteria, please resolve conflict by assigning priority. Price Rules: {0}",قوانین هزینه های متعدد را با معیارهای همان وجود دارد، لطفا حل و فصل درگیری با اختصاص اولویت است. قوانین قیمت: {0}
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +495,Cannot deactivate or cancel BOM as it is linked with other BOMs,نمی توانید غیر فعال کردن یا لغو BOM به عنوان آن را با دیگر BOMs مرتبط
DocType: Opportunity,Maintenance,نگهداری
DocType: Item Attribute Value,Item Attribute Value,مورد موجودیت مقدار
apps/erpnext/erpnext/config/selling.py +158,Sales campaigns.,کمپین فروش.
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.js +109,Make Timesheet,را برنامه زمانی
=======
DocType: Employee,Cell Number,شماره همراه
apps/erpnext/erpnext/stock/reorder_item.py +177,Auto Material Requests Generated,درخواست مواد تولید خودکار
apps/erpnext/erpnext/buying/doctype/supplier_quotation/supplier_quotation_list.js +7,Lost,از دست رفته
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +125,You can not enter current voucher in 'Against Journal Entry' column,"شما نمی توانید سند هزینه جاری را  در ستون""علیه مجله "" وارد کنید"
apps/erpnext/erpnext/stock/page/stock_balance/stock_balance.js +39,Reserved for manufacturing,محفوظ برای تولید
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +25,Energy,انرژی
DocType: Opportunity,Opportunity From,فرصت از
apps/erpnext/erpnext/config/hr.py +98,Monthly salary statement.,بیانیه حقوق ماهانه.
DocType: Item Group,Website Specifications,مشخصات وب سایت
apps/erpnext/erpnext/utilities/doctype/address/address.py +104,There is an error in your Address Template {0},یک خطا در آدرس الگو شما وجود دارد {0}
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +23,{0}: From {0} of type {1},{0}: از {0} از نوع {1}
DocType: Warranty Claim,CI-,CI-
apps/erpnext/erpnext/controllers/buying_controller.py +283,Row {0}: Conversion Factor is mandatory,ردیف {0}: عامل تبدیل الزامی است
DocType: Employee,A+,A +
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py +274,"Multiple Price Rules exists with same criteria, please resolve conflict by assigning priority. Price Rules: {0}",قوانین هزینه های متعدد را با معیارهای همان وجود دارد، لطفا حل و فصل درگیری با اختصاص اولویت است. قوانین قیمت: {0}
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +369,Cannot deactivate or cancel BOM as it is linked with other BOMs,نمی توانید غیر فعال کردن یا لغو BOM به عنوان آن را با دیگر BOMs مرتبط
DocType: Opportunity,Maintenance,نگهداری
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +206,Purchase Receipt number required for Item {0},تعداد رسید خرید مورد نیاز برای مورد {0}
DocType: Item Attribute Value,Item Attribute Value,مورد موجودیت مقدار
apps/erpnext/erpnext/config/selling.py +148,Sales campaigns.,کمپین فروش.
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.js +42,Make Timesheet,را برنامه زمانی
>>>>>>> ccaba6a395ce8e0526cc059982c83eddcdec9347
DocType: Sales Taxes and Charges Template,"Standard tax template that can be applied to all Sales Transactions. This template can contain list of tax heads and also other expense / income heads like ""Shipping"", ""Insurance"", ""Handling"" etc.

#### Note

The tax rate you define here will be the standard tax rate for all **Items**. If there are **Items** that have different rates, they must be added in the **Item Tax** table in the **Item** master.

#### Description of Columns

1. Calculation Type: 
    - This can be on **Net Total** (that is the sum of basic amount).
    - **On Previous Row Total / Amount** (for cumulative taxes or charges). If you select this option, the tax will be applied as a percentage of the previous row (in the tax table) amount or total.
    - **Actual** (as mentioned).
2. Account Head: The Account ledger under which this tax will be booked
3. Cost Center: If the tax / charge is an income (like shipping) or expense it needs to be booked against a Cost Center.
4. Description: Description of the tax (that will be printed in invoices / quotes).
5. Rate: Tax rate.
6. Amount: Tax amount.
7. Total: Cumulative total to this point.
8. Enter Row: If based on ""Previous Row Total"" you can select the row number which will be taken as a base for this calculation (default is the previous row).
9. Is this Tax included in Basic Rate?: If you check this, it means that this tax will not be shown below the item table, but will be included in the Basic Rate in your main item table. This is useful where you want give a flat price (inclusive of all taxes) price to customers.",قالب مالیاتی استاندارد است که می تواند به تمام معاملات فروش اعمال می شود. این الگو می تواند شامل لیستی از سر مالیات و همچنین دیگر سر هزینه / درآمد مانند &quot;حمل و نقل&quot;، &quot;بیمه&quot;، &quot;سیستم های انتقال مواد&quot; و غیره #### توجه داشته باشید نرخ مالیات در اینجا تعریف می کنید خواهد بود که نرخ مالیات استاندارد برای همه ** آیتم ها **. اگر تعداد آیتم ها ** ** که نرخ های مختلف وجود دارد، آنها باید در مورد مالیات ** ** جدول اضافه می شود در مورد ** ** استاد. #### شرح ستون 1. نوع محاسبه: - این می تواند بر روی ** ** خالص مجموع باشد (که مجموع مبلغ پایه است). - ** در انتظار قبلی مجموع / مقدار ** (برای مالیات تجمعی و یا اتهامات عنوان شده علیه). اگر شما این گزینه را انتخاب کنید، مالیات به عنوان یک درصد از سطر قبلی (در جدول مالیاتی) و یا مقدار کل اعمال می شود. - ** ** واقعی (به عنوان ذکر شده). 2. حساب سر: دفتر حساب که تحت آن این مالیات خواهد شد رزرو 3. مرکز هزینه: اگر مالیات / هزینه درآمد (مانند حمل و نقل) است و یا هزینه آن نیاز دارد تا در برابر یک مرکز هزینه رزرو شود. 4. توضیحات: توضیحات از مالیات (که در فاکتورها / به نقل از چاپ). 5. نرخ: نرخ مالیات. 6. مقدار: مبلغ مالیات. 7. مجموع: مجموع تجمعی به این نقطه است. 8. ردیف را وارد کنید: اگر بر اساس &quot;سطر قبلی مجموع&quot; شما می توانید تعداد ردیف خواهد شد که به عنوان پایه ای برای این محاسبه (به طور پیش فرض سطر قبلی است) گرفته شده را انتخاب کنید. 9. آیا این مالیات شامل در نرخ پایه ؟: اگر شما این را بررسی کنید، به این معنی که این مالیات خواهد شد جدول زیر نشان داده شده مورد نیست، اما خواهد شد در نرخ پایه در جدول آیتم های اصلی خود را گنجانده شده است. این بسیار مفید است که در آن شما می خواهید را قیمت تخت (شامل تمام مالیات) قیمت به مشتریان.
DocType: Employee,Bank A/C No.,شماره حساب بانک
<<<<<<< HEAD
DocType: Bank Guarantee,Project,پروژه
DocType: Quality Inspection Reading,Reading 7,خواندن 7
apps/erpnext/erpnext/stock/doctype/material_request/material_request_list.js +9,Partially Ordered,پاره مرتب
DocType: Expense Claim Detail,Expense Claim Type,هزینه نوع ادعا
DocType: Shopping Cart Settings,Default settings for Shopping Cart,تنظیمات پیش فرض برای سبد خرید
apps/erpnext/erpnext/accounts/doctype/asset/depreciation.py +138,Asset scrapped via Journal Entry {0},دارایی اوراق از طریق ورود مجله {0}
DocType: Employee Loan,Interest Income Account,حساب درآمد حاصل از بهره
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +13,Biotechnology,بیوتکنولوژی
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +109,Office Maintenance Expenses,هزینه نگهداری و تعمیرات دفتر
apps/erpnext/erpnext/config/learn.py +47,Setting up Email Account,راه اندازی حساب ایمیل
apps/erpnext/erpnext/manufacturing/doctype/production_planning_tool/production_planning_tool.js +114,Please enter Item first,لطفا ابتدا آیتم را وارد کنید
DocType: Account,Liability,مسئوليت
